Respondent ID,Product 1 (sale price),Product 1 (original price),Product 1 (promotion),Product 2 (sale price),Product 2 (original price),Product 2 (promotion),Product 4 (sale price),Product 4 (original price),Product 4 (promotion),Product 5 (sale price),Product 5 (original price),Product 5 (promotion),Product 6 (sale price),Product 6 (original price),Product 6 (promotion),Product 7 (sale price),Product 7 (original price),Product 7 (promotion),Product 8 (sale price),Product 8 (original price),Product 8 (promotion),Product 9 (sale price),Product 9 (original price),Product 9 (promotion),Product 10 (sale price),Product 10 (original price),Product 10 (promotion),Product 11 (sale price),Product 11 (original price),Product 11 (promotion),Product 12 (sale price),Product 12 (original price),Product 12 (promotion),Product 13 (sale price),Product 13 (original price),Product 13 (promotion),Product 14 (sale price),Product 14 (original price),Product 14 (promotion),Product 15 (sale price),Product 15 (original price),Product 15 (promotion),Product 16 (sale price),Product 16 (original price),Product 16 (promotion),Product 17 (sale price),Product 17 (original price),Product 17 (promotion),Product 18 (sale price),Product 18 (original price),Product 18 (promotion),Product 19 (sale price),Product 19 (original price),Product 19 (promotion),Product 20 (sale price),Product 20 (original price),Product 20 (promotion),Total cart price,Group,Store,Date,Hour
114935164909,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935171912,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935170079,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935155811,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935208753,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935155194,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,,$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935208320,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935154067,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935133648,$1.81,,,$1.69,,,$3.99,,,$7.69,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$13.99,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.43,4-A,Target-OH,9/9/2025,16:00 EST
114935173926,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935209819,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935212945,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,,$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935215982,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935213223,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935208106,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935207928,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935134318,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935199837,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935166045,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,"Buy $30, get $5 off",$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,"Buy $30, get $5 off",$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935160328,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935211704,$1.79,,,$1.69,,,$3.99,,,$7.59,,,$3.99,,,$3.99,,,$1.99,,,$3.99,,"Buy 2, save $1",$2.99,,,$14.49,,"Buy $18, get $2 off",$8.99,,,$3.99,,,$2.99,,,$5.99,,,$4.99,,,$1.99,,,$1.39,,,$2.99,,,$4.99,,,$84.81,4-B,Target-OH,9/9/2025,16:00 EST
114935211200,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935211045,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935146649,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935211617,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,,$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935163891,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935161985,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935211507,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,,$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935211927,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,,$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935212631,$1.79,,,$1.69,,,$3.99,,,$7.99,,,$3.99,,,$4.59,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$8.99,,,$3.69,,"Buy $30, get $5 off",$3.49,,,$6.69,,,$4.99,,,$1.69,,,$1.19,,,$2.99,,,$5.59,,"Buy $30, get $5 off",$87.91,4-C,Target-OH,9/9/2025,16:00 EST
114935211885,$1.91,,,$1.79,,,$3.99,,,$7.99,,,$4.59,,,$4.69,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,"Buy $30, get $5 off",$3.59,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,"Buy $30, get $5 off",$90.47,4-D,Target-OH,9/9/2025,16:00 EST
114935214109,$1.91,,,$1.79,,,$3.99,,,$7.99,,,$4.59,,,$4.69,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,"Buy $30, get $5 off",$3.59,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,"Buy $30, get $5 off",$90.47,4-D,Target-OH,9/9/2025,16:00 EST
114935206304,$1.91,,,$1.79,,,$3.99,,,$7.99,,,$4.59,,,$4.69,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,,$9.59,,,$3.99,,,$3.59,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,,$90.47,4-D,Target-OH,9/9/2025,16:00 EST
114935211807,$1.91,,,$1.79,,,$3.99,,,$7.99,,,$4.59,,,$4.69,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,"Buy $30, get $5 off",$3.59,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,"Buy $30, get $5 off",$90.47,4-D,Target-OH,9/9/2025,16:00 EST
114935212200,$1.91,,,$1.79,,,$3.99,,,$7.99,,,$4.59,,,$4.69,,,$1.99,,,$4.59,,"Buy 2, save $1",$2.99,,,$14.99,,"Buy $18, get $2 off",$9.59,,,$3.99,,,$3.59,,,$6.59,,,$4.99,,,$1.99,,,$1.43,,,$2.99,,,$5.79,,,$90.47,4-D,Target-OH,9/9/2025,16:00 EST
